Timestamp,TX_ROOM_TEMPERATURE,TX_ROOM_HUMIDITY,MULTIPLEXER_I_CN,MULTIPLEXER_I_Eb-No,MULTIPLEXER_I_LINK_MARGIN,MULTIPLEXER_I_BITRATE,TRANSCODER_BITRATE,PA1_DC,PA2_DC,PA3_DC,PA4_DC,PA5_DC,PA6_DC,PA7_DC,PA8_DC,PA9_DC,PA10_DC,PA11_DC,PA12_DC,PA13_DC,PA14_DC,PA15_DC,PA16_DC,PA17_DC,PA18_DC,EXCITER_A_MER,EXCITER_B_MER,TRANSMITTER_FWD_POWER,TRANSMITTER_REFLECTED_POWER,PA1_FWD_POWER,PA1_TEMP,PA2_FWD_POWER,PA2_TEMP,PA3_FWD_POWER,PA3_TEMP,PA4_FWD_POWER,PA4_TEMP,PA5_FWD_POWER,PA5_TEMP,PA6_FWD_POWER,PA6_TEMP,PA7_FWD_POWER,PA7_TEMP,PA8_FWD_POWER,PA8_TEMP,PA9_FWD_POWER,PA9_TEMP,PA10_FWD_POWER,PA10_TEMP,PA11_FWD_POWER,PA11_TEMP,PA12_FWD_POWER,PA12_TEMP,PA13_FWD_POWER,PA13_TEMP,PA14_FWD_POWER,PA14_TEMP,PA15_FWD_POWER,PA15_TEMP,PA16_FWD_POWER,PA16_TEMP,PA17_FWD_POWER,PA17_TEMP,PA18_FWD_POWER,PA18_TEMP
2025-08-12T20:00,21.7,47,16.68,14.17,11.18,28,27.98,43.68,43.27,43.45,43.5,43.45,43.56,43.48,43.47,43.51,43.51,43.43,43.44,44.18,43.45,43.65,43.93,43.57,43.59,39,36,17559,35,838.5,48,1071,49,816.2,48,996.7,48,961.6,48,793.9,46,854.1,48,768.8,47,1063.7,48,983.6,47,1060.5,48,968.2,48,1068.2,48,1065.5,48,874.8,48,892.6,48,831,48,1075.1,49
2025-08-12T20:15,21.3,46,16.67,14.16,11.17,28.02,28.02,43.67,43.02,43.49,43.51,43.51,43.58,43.49,43.46,43.61,43.48,43.55,43.47,43.66,43.72,43.64,43.57,43.57,43.56,39,36,18482,37,935.6,46,1072.4,46,855.2,46,1061.9,45,1019.1,46,841.1,44,893.7,45,817.6,45,1061.9,46,1072.4,45,1056.4,45,1020.9,46,1072.4,48,1069.2,45,907.2,46,927.2,46,882.7,46,1072.8,47
2025-08-12T20:45,21.5,38,16.69,14.18,11.19,28.01,28.01,43.5,43.22,43.46,43.5,43.47,43.55,43.48,43.48,43.6,43.48,43.4,43.44,43.86,43.47,43.64,43.57,43.58,43.58,39,36,18011,36,875.9,47,1068.7,48,836.4,47,1027.5,47,987.4,47,818.7,45,882.7,47,792.5,46,1073.7,47,1020.5,46,1063.7,47,1001.9,47,1065.1,46,1072.4,47,906.8,47,918.5,47,860.3,47,1064.6,48
2025-08-12T21:00,21.7,46,16.68,14.17,11.18,28,28.01,43.61,43.03,43.48,43.5,43.48,43.58,43.5,43.46,43.49,43.46,43.55,43.46,44.19,43.71,43.63,44.3,43.59,43.56,39,36,18149,36,910.3,46,1066.4,46,847.2,46,1039,46,1001.9,47,824.3,45,877.4,46,800.3,45,1058.7,46,1064.1,45,1068.2,46,1007.4,46,1069.2,47,1058.2,46,906,46,918.1,46,875.2,47,1066,48
2025-08-12T21:15,21.1,39,16.67,14.16,11.17,27.99,28.02,43.56,43.26,43.49,43.5,43.46,43.57,43.5,43.49,43.58,43.51,43.44,43.45,43.46,43.5,43.63,43.85,43.57,43.58,39,36,17412,34,818,49,1070.5,50,804.1,49,974.4,48,941.2,49,773.1,47,833.9,48,748,48,1068.2,49,963.6,48,1073.3,49,948.1,49,1064.6,48,1067.3,49,855.6,49,872.2,49,816.2,49,1064.1,50
2025-08-12T21:30,21.3,43,16.69,14.18,11.19,28.04,28.02,43.57,43.13,43.51,43.5,43.46,43.57,43.49,43.46,43.55,43.45,43.4,43.46,43.94,43.59,43.64,43.96,43.55,43.56,39,36,18288,36,894.5,47,1070.1,47,850.5,47,1047,46,1009.2,47,835.7,45,896.4,46,813.1,46,1070.5,46,1061.9,46,1065.5,46,1018.7,47,1068.2,48,1072.8,46,919.3,47,930,47,875.9,47,1061,48
2025-08-12T22:00,21.6,48,17.11,14.6,11.61,28.04,28.01,43.58,43.23,43.46,43.51,43.47,43.56,43.49,43.46,43.57,43.48,43.45,43.44,44.01,43.45,43.63,44.12,43.56,43.54,39,36,17527,34,838.9,48,1072.4,49,815.9,48,1001,48,963.6,48,796.6,46,857.8,48,771.4,47,1063.2,48,988.7,47,1067.8,48,970.6,48,1067.8,47,1070.5,48,879.7,48,895.6,48,832.8,48,1068.7,49
2025-08-12T22:15,21.4,47,16.99,14.48,11.49,28.02,27.99,43.61,43.02,43.49,43.5,43.5,43.57,43.49,43.48,43.49,43.47,43.44,43.47,43.92,43.69,43.63,43.87,43.56,43.59,39,36,18482,37,939.6,46,1070.5,46,857,46,1061.9,45,1027,46,848.3,44,899.9,45,823.3,45,1066.9,46,1067.3,45,1064.6,45,1036.7,46,1062.8,47,1067.3,45,919.7,46,932,46,890.7,46,1060.5,47
2025-08-12T22:45,21.6,47,16.89,14.38,11.39,28.03,28,43.51,43.26,43.48,43.52,43.48,43.55,43.49,43.46,43.54,43.5,43.44,43.44,43.89,43.45,43.61,43.87,43.58,43.55,39,36,17559,34,831.4,48,1073.3,49,812.4,48,989.9,48,959.1,49,790.5,47,849.7,48,767.5,47,1070.1,48,980.7,48,1064.1,48,966.5,48,1070.5,48,1060.5,48,875.2,48,886.5,48,831,48,1070.5,49
2025-08-12T23:00,21.5,45,16.89,14.38,11.39,28.04,28,43.59,42.94,43.47,43.5,43.47,43.56,43.5,43.46,43.58,43.45,43.63,43.47,44.01,43.47,43.63,43.94,43.57,43.58,39,36,18364,37,934.4,46,1069.2,46,855.6,46,1055.5,45,1025.3,46,845.7,44,897.6,45,818.3,45,1060.5,46,1071.9,45,1071.5,45,1030.5,46,1066,48,1073.7,45,915.8,46,937.6,46,896,46,1069.2,47
2025-08-12T23:15,20.9,45,17.02,14.51,11.49,28.03,28.02,43.63,43.13,43.49,43.5,43.49,43.55,43.48,43.46,43.64,43.48,43.39,43.42,43.91,43.56,43.63,44.23,43.57,43.6,39,36,17809,35,876.3,47,1072.8,48,826.1,47,1008.3,47,971.5,48,802.7,45,853.7,47,779.4,47,1076,47,1026.6,47,1077,47,980.7,47,1071.5,47,1072.8,47,881.2,47,886.1,47,844.7,48,1070.1,49
2025-08-12T23:30,20.9,45,17.19,14.68,11.69,28.02,27.99,43.61,43.2,43.48,43.5,43.47,43.56,43.5,43.48,43.58,43.51,43.44,43.44,43.66,43.46,43.63,43.54,43.58,43.55,39,36,17640,35,840.3,48,1061.4,49,823.6,48,1003.1,48,967.7,48,800.7,46,861.8,48,773.4,47,1068.2,48,995,47,1072.8,48,976.5,48,1065.1,47,1069.6,48,883.5,48,893.7,48,836.8,48,1064.1,49
2025-08-12T23:45,20.8,46,17.15,14.64,11.65,28,27.99,43.65,43,43.46,43.5,43.47,43.55,43.5,43.46,43.56,43.44,43.47,43.46,43.98,43.67,43.64,44.13,43.57,43.57,39,36,18549,37,937.2,46,1069.2,46,860.7,46,1057.8,45,1021.8,46,844.7,44,898.7,45,821.9,45,1061,46,1070.1,45,1073.7,45,1032.3,46,1069.2,47,1066.4,45,920.5,46,931.2,46,892.6,46,1074.7,47
2025-08-14T17:31,21.4,42,16.51,14,11.01,28.04,27.9,43.59,43.2,43.47,43.52,43.47,43.57,43.51,43.47,43.62,43.48,43.45,43.44,43.55,43.42,43.62,43.83,43.56,43.57,39,36,18111,34,887.3,47,1069.2,47,840.7,47,1017.8,47,978.6,47,815.6,45,875.9,47,788.5,46,1075.1,47,1019.1,46,1066.4,47,996.3,47,1064.1,47,1063.7,47,897.6,47,903,47,850.8,48,1066.4,49
2025-08-14T17:45,20.4,43,16.42,13.91,10.92,27.21,27.73,43.82,43.08,43.45,43.54,43.47,43.57,43.51,43.47,43.59,43.49,43.42,43.46,43.46,43.46,43.61,43.9,43.61,43.59,39,36,18556,35,936.4,46,1068.7,46,870,46,1059.1,46,1014.8,46,846.1,44,909.2,46,818.7,45,1066.4,46,1060.1,45,1070.1,46,1029.2,46,1073.3,46,1067.8,46,919.3,46,925.2,46,876.3,47,1061.9,47
2025-08-14T18:00,20.9,43,16.45,13.94,10.95,28.01,28.05,43.56,43.34,43.46,43.5,43.44,43.56,43.49,43.46,43.64,43.49,43.45,43.46,43.48,43.44,43.63,43.82,43.54,43.58,39,36,18054,34,851.9,48,1069.2,49,836.4,48,1014.8,47,973.1,48,810.7,46,878.2,48,789.8,47,1062.8,48,1008.7,47,1062.3,48,987.4,48,1068.2,48,1063.7,48,892.6,48,904.5,48,845.4,48,1073.7,49
2025-08-14T18:15,21.1,46,16.87,14.36,11.37,27.89,28.04,43.71,43.22,43.49,43.51,43.47,43.56,43.49,43.47,43.58,43.48,43.46,43.44,43.5,43.48,43.63,44.35,43.57,43.58,39,36,18394,34,907.6,46,1060.5,47,863.3,46,1047.9,46,1003.6,47,837.1,45,901,46,819.7,45,1070.1,46,1053.3,45,1063.7,46,1022.2,46,1068.2,46,1066,46,925.2,46,925.2,46,877.1,47,1065.5,47
2025-08-14T18:30,21.3,44,16.78,14.27,11.28,27.94,28.07,43.52,43.2,43.47,43.5,43.47,43.56,43.52,43.47,43.58,43.47,43.41,43.44,43.49,43.5,43.62,44.1,43.57,43.56,39,36,17722,33,880.4,47,1068.2,48,822.6,47,1009.2,47,957.9,48,800.7,46,857.8,47,778.1,47,1068.7,47,1008.7,47,1061.9,47,979.4,47,1062.8,47,1069.2,47,886.9,48,884.2,47,835,48,1064.6,49
2025-08-14T18:45,21.4,43,16.77,14.26,11.27,27.86,27.87,43.55,43.16,43.5,43.5,43.47,43.55,43.48,43.47,43.5,43.47,43.45,43.44,43.48,43.52,43.64,43.57,43.54,43.6,39,36,17689,34,880.1,47,1068.7,48,821.9,47,1007,47,964,48,800.7,46,859.2,47,777.7,47,1065.1,48,1008.3,47,1061.9,47,978.6,47,1057.8,47,1062.3,47,884.2,48,881.6,47,832.8,48,1065.5,49
2025-08-14T19:00,21.3,44,16.84,14.33,11.3,27.86,27.87,43.62,43.2,43.45,43.53,43.47,43.56,43.48,43.46,43.6,43.48,43.46,43.43,43.5,43.56,43.61,44.3,43.6,43.54,39,36,17852,34,885.4,47,1077.4,48,831,47,1002.3,47,970.2,47,806.2,45,865.1,47,781.4,46,1074.7,47,1016.1,46,1068.7,47,985.3,47,1073.7,47,1068.7,47,894.1,47,894.9,47,840.7,47,1073.7,48
2025-08-14T19:15,21.4,43,16.82,14.31,11.32,28,27.91,43.75,43.12,43.49,43.52,43.45,43.56,43.5,43.46,43.51,43.47,43.56,43.46,43.48,43.57,43.63,43.91,43.58,43.58,39,36,18035,35,920.5,46,1068.7,47,849.4,46,1034.1,46,994.2,47,826.4,45,884.6,46,801.4,46,1064.6,47,1040.7,46,1064.1,46,1009.2,46,1061,46,1071.5,46,911.9,47,918.5,46,858.1,47,1066.4,48
2025-08-14T19:45,21.3,43,16.9,14.39,11.4,27.86,27.23,43.74,43.33,43.49,43.48,43.45,43.56,43.48,43.48,43.6,43.49,43.44,43.44,43.48,43.48,43.6,43.92,43.56,43.6,39,36,17094,33,810,49,1066.9,50,798.3,49,959.1,48,919.3,49,763.2,47,823.3,48,739.8,48,1062.8,49,947.7,48,1068.2,49,936,49,1045.2,49,1065.1,49,846.8,49,853.4,49,795.2,49,1068.7,50
2025-08-14T20:00,21.15,41,16.88,14.37,11.38,27.9,28.04,43.68,43.16,43.47,43.51,43.44,43.57,43.49,43.46,43.59,43.45,43.46,43.44,43.5,43.51,43.62,43.83,43.59,43.57,39,36,17873,34,897.2,47,1066.4,47,838.2,47,1022.6,46,975.6,47,812.4,45,870.3,47,787.4,46,1066.9,47,1027.9,46,1069.6,47,993.3,47,1066.9,47,1073.7,47,899.9,47,902.2,47,846.5,47,1061.9,48
2025-08-14T20:15,21,39,16.9,14.39,11.4,27.95,27.98,43.58,43.2,43.47,43.5,43.44,43.56,43.49,43.46,43.56,43.47,43.44,43.46,43.48,43.49,43.63,44.15,43.61,43.58,39,36,18247,36,908.4,47,1067.3,47,855.9,46,1040.7,46,994.6,47,832.1,45,892.6,46,808.3,46,1071,47,1043.9,46,1064.1,46,1007.9,47,1066.4,47,1070.1,46,924.1,47,923.3,46,865.9,47,1062.3,48
2025-08-14T20:30,20.8,38,16.94,14.43,11.44,27.98,27.96,43.57,43.29,43.46,43.5,43.46,43.56,43.49,43.46,43.66,43.48,43.44,43.44,43.49,43.41,43.59,43.64,43.58,43.58,39,36,17041,33,810,49,1072.4,50,797.3,49,963.2,48,921.7,49,764.2,47,824.3,48,739.1,48,1065.5,49,952.5,48,1058.7,49,942.4,49,1047,49,1075.6,49,849,49,854.8,49,799,49,1065.5,50
2025-08-14T20:45,21.1,40,16.88,14.37,11.38,27.92,27.96,43.57,43.09,43.49,43.49,43.48,43.55,43.48,43.47,43.55,43.43,43.48,43.45,43.5,43.58,43.6,44.07,43.59,43.58,39,36,18129,35,916.6,47,1065.1,47,846.1,47,1027,46,986.1,47,817.6,45,873.3,46,793.9,46,1069.6,47,1034.1,46,1071.5,46,997.2,47,1067.3,47,1068.7,46,908,47,906,47,856.3,47,1075.6,48
2025-08-14T21:00,21,43,16.9,14.39,11.4,27.98,28.02,43.55,43.32,43.49,43.48,43.45,43.56,43.48,43.47,43.53,43.49,43.44,43.44,43.54,43.45,43.6,43.7,43.55,43.57,39,36,17752,34,857,48,1069.6,48,832.8,48,1007.4,47,966.1,48,806.5,46,872.9,47,784.8,47,1070.5,48,1000.6,47,1061.9,47,982.8,48,1064.6,48,1073.3,47,891.4,48,903.7,48,834.3,48,1061.9,49
2025-08-14T21:15,21.3,46,16.84,14.33,11.34,27.97,27.96,43.52,43.23,43.46,43.51,43.46,43.56,43.49,43.46,43.69,43.5,43.43,43.44,43.48,43.5,43.61,43.81,43.58,43.55,39,36,17459,34,850.1,48,1071,48,807.2,48,983.2,47,936.8,48,781.7,46,836,48,756.7,47,1071.5,48,978.6,47,1068.7,48,950.9,48,1071.9,48,1066,48,859.6,48,859.6,48,812.8,48,1062.8,49
2025-08-14T21:30,21.7,49,16.74,14.23,11.24,27.95,27.96,43.6,43.17,43.49,43.52,43.47,43.56,43.5,43.48,43.54,43.43,43.54,43.44,43.48,43.48,43.58,44.32,43.57,43.56,39,36,18246,35,930,46,1066.4,46,854.5,46,1041.6,46,1002.3,46,831,44,888.4,46,811,45,1075.1,46,1052.4,45,1073.3,46,1019.1,46,1065.1,46,1064.1,46,917,46,918.5,46,864,47,1069.2,47
2025-08-14T21:45,22,48,16.95,14.44,11.45,27.92,27.87,43.6,43.32,43.49,43.51,43.5,43.57,43.49,43.46,43.49,43.47,43.44,43.45,43.49,43.45,43.61,43.76,43.58,43.59,39,36,17050,33,805.2,49,1057.3,50,794.9,49,956.6,48,918.5,49,764.9,47,825,49,741,48,1060.5,49,946,48,1067.3,49,937.2,49,1044.7,49,1066,49,846.1,49,855.9,49,794.2,49,1064.1,50
2025-08-14T22:00,21.9,46,17.11,14.6,11.61,27.82,27.86,43.67,43.14,43.47,43.52,43.43,43.57,43.49,43.46,43.54,43.42,43.41,43.44,43.53,43.56,43.62,44.16,43.59,43.54,39,36,18069,35,909.9,47,1069.6,47,844.3,47,1025.7,46,977.3,47,818.3,45,875.6,46,791.5,46,1063.2,47,1031,46,1077,46,995,47,1071.5,47,1064.1,46,903.3,47,905.7,47,850.1,47,1061,48
2025-08-14T22:30,21.8,43,17.05,14.54,11.55,27.9,27.9,43.52,43.18,43.47,43.48,43.49,43.56,43.49,43.47,43.58,43.49,43.42,43.44,43.49,43.53,43.61,43.77,43.58,43.56,39,36,17579,34,867,48,1066,48,819.4,48,995,47,948.5,48,789.1,46,845,47,765.2,47,1069.2,48,989.9,47,1074.7,47,966.1,48,1072.4,48,1066.4,47,868.9,48,870,48,819,48,1062.3,49
2025-08-14T23:00,21.55,43,17.01,14.5,11.51,27.86,27.95,43.58,43.26,43.49,43.52,43.46,43.57,43.48,43.46,43.63,43.49,43.44,43.43,43.51,43.47,43.59,43.84,43.55,43.55,39,36,17065,33,820.8,49,1065.5,49,797.3,48,963.2,48,923.7,49,764.2,47,823.3,48,741.7,48,1067.3,49,957,48,1062.8,48,942.4,48,1052.8,48,1071,48,849.7,49,852.3,48,799,49,1063.7,50
2025-08-14T23:15,21.3,43,17.11,14.6,11.61,27.87,27.84,43.63,43.1,43.47,43.5,43.47,43.58,43.49,43.47,43.54,43.48,43.58,43.44,43.49,43.53,43.6,43.81,43.59,43.57,39,36,18244,35,936,46,1065.5,46,858.9,46,1046.5,45,998.4,46,835.3,44,896.8,46,814.5,45,1074.2,46,1054.2,45,1068.2,46,1013.9,46,1066,46,1071,46,919.3,46,923.7,46,867,46,1061.9,47
2025-08-14T23:30,21.3,43,17.1,14.59,11.6,27.97,27.84,43.69,43.26,43.48,43.48,43.44,43.56,43.48,43.49,43.57,43.51,43.45,43.44,43.48,43.47,43.64,43.88,43.59,43.55,39,36,17121,33,821.9,48,1073.3,49,800,48,967.3,48,928.8,49,768.8,47,826.1,48,744.8,48,1069.2,49,957.4,48,1062.8,48,942,49,1056.4,49,1067.8,48,850.8,49,854.5,48,803.8,49,1069.6,50
2025-08-14T23:45,21.2,43,17.14,14.63,11.64,28.01,27.95,43.53,43.1,43.49,43.48,43.48,43.57,43.49,43.46,43.55,43.46,43.47,43.42,43.48,43.52,43.63,44.01,43.59,43.58,39,36,18013,35,913.8,47,1064.1,47,846.1,47,1029.7,46,980.7,47,820.1,45,879.7,46,794.9,46,1066,47,1037.2,46,1067.3,46,1002.7,47,1066.9,46,1059.6,46,905.7,47,911.9,47,851.9,47,1071.5,48
2025-08-15T00:00,21.15,42,17.14,14.63,11.64,28.15,28.22,43.58,43.29,43.48,43.5,43.46,43.57,43.49,43.46,43.52,43.52,43.46,43.44,43.47,43.46,43.6,43.8,43.61,43.58,39,36,17326,33,824.7,49,1068.2,49,808.9,48,976.5,48,938.4,49,779.1,47,841.8,48,755.4,48,1061,49,961.1,48,1070.5,48,952.1,49,1068.2,49,1065.5,48,871.8,49,879.3,48,814.2,49,1066.4,50
2025-08-15T00:15,21.1,41,17.18,14.67,11.68,28,27.83,43.62,43.13,43.49,43.52,43.51,43.56,43.5,43.46,43.6,43.51,43.44,43.45,43.51,43.53,43.6,43.94,43.58,43.54,39,36,17712,34,883.1,47,1069.2,48,827.5,47,1004,47,965.7,47,799,45,857.4,47,774.4,47,1069.6,47,1010.5,47,1066.4,47,974.4,47,1063.2,47,1073.7,47,888,48,885.7,47,831.8,48,1074.2,49
2025-08-15T00:30,21,41,17.11,14.6,11.61,27.77,27.86,43.49,43.28,43.47,43.49,43.45,43.57,43.5,43.46,43.47,43.46,43.43,43.44,43.49,43.47,43.61,43.56,43.56,43.58,39,36,17873,34,868.9,47,1066.4,48,841.8,47,1017.8,47,975.2,48,812.1,46,878.6,47,791.5,47,1068.7,47,1013.5,47,1065.5,47,998,47,1067.8,47,1069.2,47,905.3,47,912.3,47,845.7,47,1071.5,48
2025-08-15T00:45,21,37,17.12,14.61,11.62,28.08,27.7,43.76,43.1,43.49,43.51,43.48,43.58,43.49,43.46,43.64,43.48,43.42,43.44,43.49,43.48,43.6,44.03,43.57,43.56,39,36,17655,34,885.7,47,1066.4,47,829.3,47,1005.7,47,962.8,47,798.6,45,861.1,47,774.4,46,1071.5,47,1014.8,46,1075.1,47,981.1,47,1068.2,47,1072.8,47,889.5,47,886.9,47,833.5,48,1068.7,49
2025-08-15T01:00,20.9,38,17.11,14.6,11.61,27.73,27.9,43.59,43.34,43.46,43.53,43.45,43.58,43.51,43.47,43.55,43.5,43.43,43.44,43.46,43.46,43.6,43.92,43.59,43.55,39,36,17796,34,854.1,48,1066.9,48,830,48,1004,47,970.2,48,802.4,46,864,47,777.7,47,1066,48,993.8,47,1068.2,48,979,48,1069.6,48,1071.5,48,893.7,48,899.9,48,831,48,1071.5,49
2025-08-15T01:15,20.7,36,17.12,14.61,11.62,28.02,27.88,43.51,43.1,43.46,43.52,43.45,43.56,43.5,43.49,43.57,43.46,43.45,43.45,43.5,43.56,43.6,44.03,43.6,43.56,39,36,17932,35,891.1,47,1068.2,47,832.8,47,1008.3,46,972.7,47,801,45,864,47,778.1,46,1068.7,47,1017.4,46,1069.2,47,989.1,47,1069.6,47,1066.9,47,897.6,47,895.3,47,845,47,1070.1,48
2025-08-15T01:30,20.7,34,17.1,14.59,11.6,27.76,27.7,43.59,43.26,43.47,43.5,43.46,43.57,43.5,43.46,43.68,43.5,43.44,43.45,43.48,43.45,43.61,43.75,43.58,43.56,39,36,17310,34,824.7,49,1071,49,810,48,974.8,48,942.8,49,779.7,47,846.1,48,759.3,48,1074.7,48,971.1,48,1065.1,48,959.5,48,1074.7,48,1072.4,48,868.9,49,879.3,48,813.1,49,1062.8,50
2025-08-15T01:45,20.6,32.5,17.22,14.71,11.72,27.88,27.74,43.69,43,43.47,43.53,43.48,43.56,43.5,43.49,43.56,43.46,43.37,43.45,43.48,43.53,43.63,43.88,43.57,43.55,39,36,18394,36,946,46,1071,46,863.3,46,1046.5,45,1006.2,46,836.4,44,895.3,45,818,45,1066,46,1061.4,45,1068.7,45,1026.6,46,1076.5,46,1075.6,45,930,46,932,46,872.9,46,1073.7,47
2025-08-15T02:00,20.5,31,17.2,14.69,11.7,28.05,28.3,43.77,43.15,43.46,43.51,43.44,43.56,43.5,43.46,43.5,43.5,43.43,43.44,43.47,43.53,43.59,44.27,43.61,43.57,39,36,17437,34,858.9,48,1070.5,48,813.8,48,984.4,47,945.2,48,781.7,46,838.5,47,758.7,47,1064.6,48,992.5,47,1064.1,47,962,48,1063.2,48,1069.2,48,868.1,48,870.3,48,819.4,48,1060.1,49
2025-08-15T02:15,21.5,38,17.2,14.69,11.7,28.15,28.13,43.67,43.27,43.47,43.5,43.45,43.56,43.5,43.46,43.58,43.49,43.42,43.44,43.49,43.46,43.58,43.81,43.56,43.55,39,36,17824,35,865.1,48,1065.1,48,842.9,47,1011.8,47,981.9,48,811.7,46,879.7,47,789.5,47,1065.1,47,1009.2,47,1066,47,994.2,47,1076.5,47,1066,47,905.3,48,908.8,47,840.3,48,1062.8,49
2025-08-15T02:30,21.8,39,17.18,14.67,11.68,28.11,28.09,43.66,43.05,43.48,43.52,43.49,43.57,43.48,43.46,43.56,43.47,43.56,43.44,43.46,43.59,43.61,44.14,43.57,43.56,39,36,18021,36,913.8,46,1067.3,47,848.6,46,1025.3,46,992.9,47,818.7,45,872.9,46,795.6,46,1072.4,47,1043,46,1068.7,46,1004,46,1066,46,1063.2,46,905.7,47,906.4,47,853.7,47,1072.4,48
2025-08-15T02:45,21.5,45,17.15,14.64,11.65,28.06,28.36,43.58,43.31,43.49,43.5,43.46,43.55,43.48,43.46,43.57,43.48,43.44,43.45,43.48,43.41,43.62,43.69,43.57,43.57,39,36,17095,33,806.9,49,1059.1,50,796.6,49,959.5,48,923.3,49,763.2,47,825.4,48,739.1,48,1069.2,49,948.1,48,1065.1,49,942,49,1047,49,1073.7,49,852.7,49,850.8,49,794.2,49,1066,50
2025-08-15T03:00,21.6,49,17.15,14.64,11.65,28.14,28.03,43.57,43.13,43.48,43.47,43.47,43.57,43.49,43.46,43.5,43.45,43.43,43.44,43.51,43.5,43.63,43.75,43.55,43.54,39,36,18173,36,917,46,1061,46,857.4,46,1041.6,46,1003.6,47,834.6,44,893.7,46,812.8,45,1061.4,46,1056,45,1060.5,46,1013.9,46,1068.7,46,1066.4,46,916.2,46,920.1,46,871.8,46,1068.2,47
2025-08-15T03:15,21.4,44,17.27,14.76,11.77,28.22,28.27,43.63,43.13,43.47,43.52,43.46,43.56,43.5,43.48,43.54,43.48,43.49,43.44,43.47,43.5,43.61,44,43.56,43.59,39,36,17916,35,892.6,47,1071.5,47,833.5,47,1015.7,46,971.1,47,803.4,45,857.8,47,781.4,46,1071.5,47,1015.2,46,1070.5,47,991.2,47,1067.8,47,1069.6,47,890.3,47,889.5,47,835.7,47,1070.1,48
2025-08-15T03:30,21.4,43,17.18,14.67,11.68,28.24,27.92,43.63,43.28,43.49,43.49,43.46,43.56,43.5,43.49,43.67,43.5,43.44,43.45,43.49,43.41,43.6,43.74,43.58,43.54,39,36,17346,34,827.9,49,1064.1,49,812.4,48,978.6,48,946,49,783.4,47,846.1,48,760,48,1072.8,48,971.1,48,1062.3,48,960.3,48,1065.1,48,1073.3,48,872.6,49,882.3,48,813.8,49,1061.4,50
2025-08-15T03:45,21.6,44,17.22,14.71,11.72,28.07,28.09,43.72,43.07,43.49,43.56,43.44,43.56,43.5,43.46,43.54,43.48,43.57,43.45,43.48,43.41,43.62,43.82,43.58,43.57,39,36,18256,36,935.6,46,1067.3,46,856.7,46,1040.7,45,1000.1,46,832.1,44,886.9,45,812.8,45,1073.3,46,1056.9,45,1066,45,1024,46,1071.5,46,1067.3,45,922.1,46,929.2,46,872.2,46,1061.4,47
2025-08-15T04:00,21.6,46,17.21,14.7,11.71,27.92,28.01,43.51,43.29,43.47,43.51,43.46,43.56,43.48,43.47,43.55,43.49,43.43,43.44,43.49,43.42,43.61,43.77,43.56,43.56,39,36,17113,33,807.2,49,1068.2,50,798.6,49,957.9,48,923.3,49,763.9,47,826.8,48,743.6,48,1068.2,49,945.2,48,1074.7,49,937.6,49,1055.1,49,1061.9,49,850.8,49,853,49,793.2,49,1066.9,50
2025-08-15T04:15,21.6,49,17.25,14.74,11.75,27.94,28.19,43.54,43.25,43.49,43.47,43.45,43.56,43.49,43.47,43.55,43.45,43.44,43.44,43.48,43.46,43.65,43.91,43.59,43.57,39,36,17858,35,867.7,47,1059.6,48,843.9,47,1015.7,47,981.9,47,812.1,45,872.2,47,791.2,46,1063.2,47,1010.9,47,1071.5,47,994.6,47,1071.5,47,1060.5,47,903,47,913.1,47,843.6,47,1067.8,48
2025-08-15T04:30,21.7,44,17.21,14.7,11.71,28.19,28.12,43.53,42.99,43.48,43.48,43.51,43.56,43.51,43.47,43.55,43.45,43.47,43.44,43.49,43.53,43.62,43.58,43.6,43.57,39,36,18101,36,912.3,46,1056.9,46,844.3,46,1027.9,46,989.1,47,820.8,45,874.4,46,794.5,45,1071.5,46,1033.6,45,1066.4,46,1004,46,1068.7,46,1068.2,46,911.5,46,913.8,46,860.3,47,1069.2,48
2025-08-15T04:45,21.6,43,17.28,14.77,11.78,28.2,28.37,43.63,43.23,43.47,43.47,43.46,43.56,43.49,43.46,43.67,43.49,43.44,43.44,43.47,43.45,43.61,43.99,43.61,43.57,39,36,17233,34,826.4,48,1064.6,49,804.8,48,967.3,48,932.8,49,766.8,47,826.1,48,748,48,1075.1,49,962.4,48,1071.9,48,945.6,48,1066,48,1071.9,48,852.7,49,854.1,48,804.5,49,1068.2,50
2025-08-15T05:00,21.7,46,17.2,14.69,11.7,28.09,28.18,43.7,43.26,43.46,43.49,43.46,43.56,43.49,43.46,43.51,43.48,43.44,43.44,43.51,43.42,43.63,44.06,43.57,43.58,39,36,17975,35,879.7,47,1070.1,48,847.2,47,1024.8,46,994.2,47,820.1,45,889.5,47,799.7,46,1073.3,47,1023.5,46,1065.5,47,1003.6,47,1067.8,47,1063.2,47,921.3,47,922.1,47,854.1,47,1075.1,48
2025-08-15T05:15,21.6,48,17.24,14.73,11.74,28.08,28,43.67,43.09,43.5,43.51,43.46,43.56,43.48,43.48,43.59,43.45,43.45,43.44,43.49,43.56,43.61,44.06,43.59,43.58,39,36,17829,35,892.2,47,1057.8,47,835.7,47,1013.5,46,979,47,808.9,45,860.7,46,786.1,46,1074.7,47,1023.1,46,1067.3,46,990.4,47,1064.6,47,1068.2,47,895.3,47,898.7,47,840,47,1071.9,48
